Name,List,source
C1QA,aDC-N,stCancer
C1QB,aDC-N,stCancer
CD80,aDC-N,stCancer
FPR3,aDC-N,stCancer
HLA-DQA1,aDC-N,stCancer
IL12B,aDC-N,stCancer
CCL13,aDC-N,stCancer
CCL17,aDC-N,stCancer
CCL19,aDC-N,stCancer
CCL22,aDC-N,stCancer
MS4A1,B cell-N,azimuth
CD79A,B cell-N,azimuth
CD37,B cell-N,azimuth
CD79B,B cell-N,azimuth
LTB,B cell-N,azimuth
CD52,B cell-N,azimuth
TCL1A,B cell-N,azimuth
BANK1,B cell-N,azimuth
VPREB3,B cell-N,azimuth
POU2F2,B cell-N,azimuth
CD19,B cell-N,cellmarker
MS4A1,B cell-N,cellmarker
CD80,B cell-N,cellmarker
CD86,B cell-N,cellmarker
CD79A,B cell-N,cellmarker
PTPRC,B cell-N,cellmarker
CD19,B cell-N,stCancer
MS4A1,B cell-N,stCancer
CD79A,B cell-N,stCancer
KRT19,Bile duct cell-N,cellmarker
KRT7,Bile duct cell-N,cellmarker
SOX9,Cancer stem cell-T,cellmarker
TRO,Cancer stem cell-T,cellmarker
PROM1,Cancer stem cell-T,cellmarker
CD24,Cancer stem cell-T,cellmarker
EPCAM,Cancer stem cell-T,cellmarker
ICAM1,Cancer stem cell-T,cellmarker
NCAM1,Cancer stem cell-T,cellmarker
THY1,Cancer stem cell-T,cellmarker
ANPEP,Cancer stem cell-T,cellmarker
POU5F1,Cancer stem cell-T,cellmarker
DCLK1,Cancer stem cell-T,cellmarker
AFP,Cancer stem cell-T,cellmarker
CD44,Cancer stem cell-T,cellmarker
GPC3,Cancer stem cell-T,cellmarker
KLF8,Cancer stem cell-T,cellmarker
CTNNB1,Cancer stem cell-T,cellmarker
SOX2,Cancer stem cell-T,cellmarker
A2M,CD4+ cytotoxic T cell-N,cellmarker
ABCA2,CD4+ cytotoxic T cell-N,cellmarker
ABI3,CD4+ cytotoxic T cell-N,cellmarker
ADGRG1,CD4+ cytotoxic T cell-N,cellmarker
ADGRG5,CD4+ cytotoxic T cell-N,cellmarker
ADRB2,CD4+ cytotoxic T cell-N,cellmarker
AGPAT4,CD4+ cytotoxic T cell-N,cellmarker
AHNAK,CD4+ cytotoxic T cell-N,cellmarker
AKR1C3,CD4+ cytotoxic T cell-N,cellmarker
APMAP,CD4+ cytotoxic T cell-N,cellmarker
ARL4C,CD4+ cytotoxic T cell-N,cellmarker
ARL5A,CD4+ cytotoxic T cell-N,cellmarker
C12orf75,CD4+ cytotoxic T cell-N,cellmarker
C1orf21,CD4+ cytotoxic T cell-N,cellmarker
CCL4,CD4+ cytotoxic T cell-N,cellmarker
CCL5,CD4+ cytotoxic T cell-N,cellmarker
CD244,CD4+ cytotoxic T cell-N,cellmarker
CD300A,CD4+ cytotoxic T cell-N,cellmarker
CEP78,CD4+ cytotoxic T cell-N,cellmarker
CHST12,CD4+ cytotoxic T cell-N,cellmarker
CST7,CD4+ cytotoxic T cell-N,cellmarker
CTSW,CD4+ cytotoxic T cell-N,cellmarker
CX3CR1,CD4+ cytotoxic T cell-N,cellmarker
DSTN,CD4+ cytotoxic T cell-N,cellmarker
EFHD2,CD4+ cytotoxic T cell-N,cellmarker
FCGR3A,CD4+ cytotoxic T cell-N,cellmarker
FCRL6,CD4+ cytotoxic T cell-N,cellmarker
FGFBP2,CD4+ cytotoxic T cell-N,cellmarker
FGR,CD4+ cytotoxic T cell-N,cellmarker
FUT11,CD4+ cytotoxic T cell-N,cellmarker
GK5,CD4+ cytotoxic T cell-N,cellmarker
GLUL,CD4+ cytotoxic T cell-N,cellmarker
GNLY,CD4+ cytotoxic T cell-N,cellmarker
GSTP1,CD4+ cytotoxic T cell-N,cellmarker
GZMA,CD4+ cytotoxic T cell-N,cellmarker
GZMB,CD4+ cytotoxic T cell-N,cellmarker
GZMH,CD4+ cytotoxic T cell-N,cellmarker
GZMM,CD4+ cytotoxic T cell-N,cellmarker
HOPX,CD4+ cytotoxic T cell-N,cellmarker
KLRG1,CD4+ cytotoxic T cell-N,cellmarker
LGR6,CD4+ cytotoxic T cell-N,cellmarker
LILRB1,CD4+ cytotoxic T cell-N,cellmarker
LITAF,CD4+ cytotoxic T cell-N,cellmarker
LLGL2,CD4+ cytotoxic T cell-N,cellmarker
LPCAT1,CD4+ cytotoxic T cell-N,cellmarker
LYAR,CD4+ cytotoxic T cell-N,cellmarker
MBP,CD4+ cytotoxic T cell-N,cellmarker
MYBL1,CD4+ cytotoxic T cell-N,cellmarker
MYO1F,CD4+ cytotoxic T cell-N,cellmarker
NKG7,CD4+ cytotoxic T cell-N,cellmarker
NPRL2,CD4+ cytotoxic T cell-N,cellmarker
OSBPL5,CD4+ cytotoxic T cell-N,cellmarker
PAFAH2,CD4+ cytotoxic T cell-N,cellmarker
PATL2,CD4+ cytotoxic T cell-N,cellmarker
PLEK,CD4+ cytotoxic T cell-N,cellmarker
PLEKHA1,CD4+ cytotoxic T cell-N,cellmarker
PLEKHG3,CD4+ cytotoxic T cell-N,cellmarker
PRF1,CD4+ cytotoxic T cell-N,cellmarker
PROK2,CD4+ cytotoxic T cell-N,cellmarker
PRSS23,CD4+ cytotoxic T cell-N,cellmarker
PTCH1,CD4+ cytotoxic T cell-N,cellmarker
PTGDS,CD4+ cytotoxic T cell-N,cellmarker
PTPN4,CD4+ cytotoxic T cell-N,cellmarker
PXN,CD4+ cytotoxic T cell-N,cellmarker
PZP,CD4+ cytotoxic T cell-N,cellmarker
RAB29,CD4+ cytotoxic T cell-N,cellmarker
RAP1B,CD4+ cytotoxic T cell-N,cellmarker
RAP2B,CD4+ cytotoxic T cell-N,cellmarker
RASSF1,CD4+ cytotoxic T cell-N,cellmarker
RUNX3,CD4+ cytotoxic T cell-N,cellmarker
S1PR5,CD4+ cytotoxic T cell-N,cellmarker
SAMD3,CD4+ cytotoxic T cell-N,cellmarker
SH3BP5,CD4+ cytotoxic T cell-N,cellmarker
SLAMF7,CD4+ cytotoxic T cell-N,cellmarker
SLC2A1,CD4+ cytotoxic T cell-N,cellmarker
SPN,CD4+ cytotoxic T cell-N,cellmarker
SPON2,CD4+ cytotoxic T cell-N,cellmarker
SUN2,CD4+ cytotoxic T cell-N,cellmarker
SYNE1,CD4+ cytotoxic T cell-N,cellmarker
SYNE2,CD4+ cytotoxic T cell-N,cellmarker
TARP,CD4+ cytotoxic T cell-N,cellmarker
TGFBR3,CD4+ cytotoxic T cell-N,cellmarker
TM4SF19,CD4+ cytotoxic T cell-N,cellmarker
TMEM181,CD4+ cytotoxic T cell-N,cellmarker
TTC16,CD4+ cytotoxic T cell-N,cellmarker
TTC38,CD4+ cytotoxic T cell-N,cellmarker
VCL,CD4+ cytotoxic T cell-N,cellmarker
ZEB2,CD4+ cytotoxic T cell-N,cellmarker
ZNF683,CD4+ cytotoxic T cell-N,cellmarker
CD28,CD4+ memory T cell-N,stCancer
CD40LG,CD4+ memory T cell-N,stCancer
CCR4,CD4+ memory T cell-N,stCancer
CTLA4,CD4+ memory T cell-N,stCancer
GPR15,CD4+ memory T cell-N,stCancer
GZMA,CD4+ memory T cell-N,stCancer
GZMK,CD4+ memory T cell-N,stCancer
HMGB2,CD4+ memory T cell-N,stCancer
PDCD1,CD4+ memory T cell-N,stCancer
RBL2,CD4+ memory T cell-N,stCancer
CD226,CD4+ memory T cell-N,stCancer
GPR171,CD4+ memory T cell-N,stCancer
TRAT1,CD4+ memory T cell-N,stCancer
UBASH3A,CD4+ memory T cell-N,stCancer
ARHGAP15,CD4+ memory T cell-N,stCancer
CD27,CD4+ naive T cell-N,stCancer
CLC,CD4+ naive T cell-N,stCancer
CTSW,CD4+ naive T cell-N,stCancer
DNAJB1,CD4+ naive T cell-N,stCancer
RBL2,CD4+ naive T cell-N,stCancer
HAUS3,CD4+ naive T cell-N,stCancer
ANKRD55,CD4+ naive T cell-N,stCancer
ZNF394,CD4+ naive T cell-N,stCancer
CHMP7,CD4+ naive T cell-N,stCancer
CD3D,CD4+ T cell-N,cellmarker
CD3E,CD4+ T cell-N,cellmarker
CD3G,CD4+ T cell-N,cellmarker
CD4,CD4+ T cell-N,cellmarker
CD2,CD4+ T cell-N,stCancer
CD3D,CD4+ T cell-N,stCancer
CD3E,CD4+ T cell-N,stCancer
CD3G,CD4+ T cell-N,stCancer
CD5,CD4+ T cell-N,stCancer
CD7,CD4+ T cell-N,stCancer
CD27,CD4+ T cell-N,stCancer
CD40LG,CD4+ T cell-N,stCancer
CTLA4,CD4+ T cell-N,stCancer
GOLGA4,CD4+ T cell-N,stCancer
TRAF1,CD4+ T cell-N,stCancer
CD96,CD4+ T cell-N,stCancer
ICOS,CD4+ T cell-N,stCancer
GPR171,CD4+ T cell-N,stCancer
TRAT1,CD4+ T cell-N,stCancer
FOXP3,CD4+ T cell-N,stCancer
SIRPG,CD4+ T cell-N,stCancer
RIC3,CD4+ T cell-N,stCancer
CD40LG,CD4+ Tcm-N,stCancer
CCR4,CD4+ Tcm-N,stCancer
CCR8,CD4+ Tcm-N,stCancer
CTLA4,CD4+ Tcm-N,stCancer
DAB1,CD4+ Tcm-N,stCancer
ERN1,CD4+ Tcm-N,stCancer
GPR15,CD4+ Tcm-N,stCancer
DNAJB1,CD4+ Tcm-N,stCancer
KRT1,CD4+ Tcm-N,stCancer
POU6F1,CD4+ Tcm-N,stCancer
TPO,CD4+ Tcm-N,stCancer
CDC14A,CD4+ Tcm-N,stCancer
TRADD,CD4+ Tcm-N,stCancer
DLEC1,CD4+ Tcm-N,stCancer
ICOS,CD4+ Tcm-N,stCancer
TRAT1,CD4+ Tcm-N,stCancer
FXYD7,CD4+ Tcm-N,stCancer
FBXL8,CD4+ Tcm-N,stCancer
SIRPG,CD4+ Tcm-N,stCancer
SLC4A5,CD4+ Tcm-N,stCancer
ANKRD55,CD4+ Tcm-N,stCancer
OBSCN,CD4+ Tcm-N,stCancer
CD40LG,CD4+ Tem-N,stCancer
CCR6,CD4+ Tem-N,stCancer
KLRB1,CD4+ Tem-N,stCancer
LTK,CD4+ Tem-N,stCancer
MCF2L2,CD4+ Tem-N,stCancer
GALNT8,CD4+ Tem-N,stCancer
TRAT1,CD4+ Tem-N,stCancer
CD3D,CD8+ T cell-N,cellmarker
CD3E,CD8+ T cell-N,cellmarker
CD3G,CD8+ T cell-N,cellmarker
CD8A,CD8+ T cell-N,cellmarker
CD8A,CD8+ T cell-N,stCancer
CD8B,CD8+ T cell-N,stCancer
CD8A,CD8+ Tcm-N,stCancer
CD8B,CD8+ Tcm-N,stCancer
CTSW,CD8+ Tcm-N,stCancer
GZMK,CD8+ Tcm-N,stCancer
IL2RB,CD8+ Tcm-N,stCancer
SH2D1A,CD8+ Tcm-N,stCancer
GPR171,CD8+ Tcm-N,stCancer
CRTAM,CD8+ Tcm-N,stCancer
USP36,CD8+ Tcm-N,stCancer
TMEM30B,CD8+ Tcm-N,stCancer
DHX8,CD8+ Tem-N,stCancer
GZMH,CD8+ Tem-N,stCancer
GZMK,CD8+ Tem-N,stCancer
LAG3,CD8+ Tem-N,stCancer
ZAP70,CD8+ Tem-N,stCancer
COLQ,CD8+ Tem-N,stCancer
RGS9,CD8+ Tem-N,stCancer
CXCR6,CD8+ Tem-N,stCancer
PVRIG,CD8+ Tem-N,stCancer
PYHIN1,CD8+ Tem-N,stCancer
CD1A,cDC-N,stCancer
CD1B,cDC-N,stCancer
CD1C,cDC-N,stCancer
CD1E,cDC-N,stCancer
CD80,cDC-N,stCancer
CD86,cDC-N,stCancer
FCER1A,cDC-N,stCancer
GFRA2,cDC-N,stCancer
CCL13,cDC-N,stCancer
CCL17,cDC-N,stCancer
CLEC10A,cDC-N,stCancer
CD209,cDC-N,stCancer
KCNK13,cDC-N,stCancer
ANXA4,Cholangiocyte-N,azimuth
KRT7,Cholangiocyte-N,azimuth
DEFB1,Cholangiocyte-N,azimuth
FXYD2,Cholangiocyte-N,azimuth
TM4SF4,Cholangiocyte-N,azimuth
KRT19,Cholangiocyte-N,azimuth
KRT8,Cholangiocyte-N,azimuth
TACSTD2,Cholangiocyte-N,azimuth
EGRI1,Cholangiocyte-N,azimuth
SPP1,Cholangiocyte-N,azimuth
MMP7,Cholangiocyte-N,publication
CD3D,Cytotoxic T cell-N,cellmarker
CD3E,Cytotoxic T cell-N,cellmarker
CD3G,Cytotoxic T cell-N,cellmarker
CD8A,Cytotoxic T cell-N,cellmarker
ITGAX,Dendritic cell-N,cellmarker
CD80,Dendritic cell-N,cellmarker
CD83,Dendritic cell-N,cellmarker
IL3RA,Dendritic cell-N,cellmarker
CD14,Dendritic cell-N,cellmarker
CD68,Dendritic cell-N,cellmarker
B4GALT5,EBV+ B lymphoma cell-T,cellmarker
FCN3,Endothelial cell-N,azimuth
DNASE1L3,Endothelial cell-N,azimuth
CRHBP,Endothelial cell-N,azimuth
AKAP12,Endothelial cell-N,azimuth
CLEC4G,Endothelial cell-N,azimuth
FCN2,Endothelial cell-N,azimuth
IFI27,Endothelial cell-N,azimuth
IGFBP7,Endothelial cell-N,azimuth
LIFR,Endothelial cell-N,azimuth
ID1,Endothelial cell-N,azimuth
PTPRC,Endothelial cell-N,cellmarker
TFRC,Endothelial cell-N,cellmarker
DLK1,Endothelial cell-N,cellmarker
KDR,Endothelial cell-N,cellmarker
MCAM,Endothelial cell-N,cellmarker
PECAM1,Endothelial cell-N,cellmarker
VWF,Endothelial cell-N,cellmarker
CD34,Endothelial cell-N,cellmarker
STAB2,Endothelial cell-N,cellmarker
ENG,Endothelial cell-N,cellmarker
APPBP2,Endothelial cell-N,cellmarker
ARGLU1,Endothelial cell-N,cellmarker
ATP10D,Endothelial cell-N,cellmarker
BNIP1,Endothelial cell-N,cellmarker
BST2,Endothelial cell-N,cellmarker
BTNL9,Endothelial cell-N,cellmarker
C11orf96,Endothelial cell-N,cellmarker
C3orf58,Endothelial cell-N,cellmarker
CCDC85B,Endothelial cell-N,cellmarker
CCL14,Endothelial cell-N,cellmarker
CD4,Endothelial cell-N,cellmarker
CDC73,Endothelial cell-N,cellmarker
CDKL1,Endothelial cell-N,cellmarker
CHD4,Endothelial cell-N,cellmarker
CLEC1B,Endothelial cell-N,cellmarker
CLEC2B,Endothelial cell-N,cellmarker
CLEC4G,Endothelial cell-N,cellmarker
CLEC4M,Endothelial cell-N,cellmarker
CRBN,Endothelial cell-N,cellmarker
CRHBP,Endothelial cell-N,cellmarker
CTSL,Endothelial cell-N,cellmarker
DCLRE1C,Endothelial cell-N,cellmarker
DLC1,Endothelial cell-N,cellmarker
DLG1,Endothelial cell-N,cellmarker
DNASE1L3,Endothelial cell-N,cellmarker
DOCK1,Endothelial cell-N,cellmarker
DUSP5,Endothelial cell-N,cellmarker
EFNB2,Endothelial cell-N,cellmarker
F8,Endothelial cell-N,cellmarker
FCN2,Endothelial cell-N,cellmarker
FCN3,Endothelial cell-N,cellmarker
FILIP1,Endothelial cell-N,cellmarker
FOSB,Endothelial cell-N,cellmarker
FXYD6,Endothelial cell-N,cellmarker
GBP4,Endothelial cell-N,cellmarker
GGA2,Endothelial cell-N,cellmarker
GNG11,Endothelial cell-N,cellmarker
HES1,Endothelial cell-N,cellmarker
HYI,Endothelial cell-N,cellmarker
IL1R1,Endothelial cell-N,cellmarker
IL33,Endothelial cell-N,cellmarker
KIF1B,Endothelial cell-N,cellmarker
KLHL28,Endothelial cell-N,cellmarker
LDB2,Endothelial cell-N,cellmarker
MCM3AP,Endothelial cell-N,cellmarker
MEF2C,Endothelial cell-N,cellmarker
MFN1,Endothelial cell-N,cellmarker
MGAT5,Endothelial cell-N,cellmarker
MPZL3,Endothelial cell-N,cellmarker
MRC1,Endothelial cell-N,cellmarker
OIT3,Endothelial cell-N,cellmarker
PIK3C2A,Endothelial cell-N,cellmarker
PPWD1,Endothelial cell-N,cellmarker
RASGEF1B,Endothelial cell-N,cellmarker
RASGRP3,Endothelial cell-N,cellmarker
RELN,Endothelial cell-N,cellmarker
RIN2,Endothelial cell-N,cellmarker
SECISBP2L,Endothelial cell-N,cellmarker
STAB1,Endothelial cell-N,cellmarker
STRN3,Endothelial cell-N,cellmarker
TCF12,Endothelial cell-N,cellmarker
TEX264,Endothelial cell-N,cellmarker
TRAPPC11,Endothelial cell-N,cellmarker
TSPAN7,Endothelial cell-N,cellmarker
USP48,Endothelial cell-N,cellmarker
ZNF286B,Endothelial cell-N,cellmarker
CLDN5,Endothelial cell-N,stCancer
PECAM1,Endothelial cell-N,stCancer
CD34,Endothelial cell-N,stCancer
FLT1,Endothelial cell-N,stCancer
VWF,Endothelial cell-N,stCancer
ENG,Endothelial cell-N,stCancer
CDH5,Endothelial cell-N,stCancer
FLT4,Endothelial cell-N,stCancer
HYAL2,Endothelial cell-N,stCancer
CLEC1A,Endothelial cell-N,stCancer
SOX18,Endothelial cell-N,stCancer
ROBO4,Endothelial cell-N,stCancer
CXorf36,Endothelial cell-N,stCancer
MYCT1,Endothelial cell-N,stCancer
KANK3,Endothelial cell-N,stCancer
ACVRL1,Endothelial cell-N,stCancer
CETP,Endothelial cell-N,stCancer
RANGAP1,Endothelial cell-N,stCancer
SELE,Endothelial cell-N,stCancer
TIE1,Endothelial cell-N,stCancer
EIF2B2,Endothelial cell-N,stCancer
TNFSF18,Endothelial cell-N,stCancer
LYVE1,Endothelial cell-N,stCancer
ARHGEF15,Endothelial cell-N,stCancer
MMRN2,Endothelial cell-N,stCancer
ADAM19,Exhausted CD4+ T cell-N,cellmarker
AHI1,Exhausted CD4+ T cell-N,cellmarker
AKAP5,Exhausted CD4+ T cell-N,cellmarker
AKR1A1,Exhausted CD4+ T cell-N,cellmarker
ARHGAP9,Exhausted CD4+ T cell-N,cellmarker
ASB2,Exhausted CD4+ T cell-N,cellmarker
ATP6V1A,Exhausted CD4+ T cell-N,cellmarker
ATXN1,Exhausted CD4+ T cell-N,cellmarker
BATF,Exhausted CD4+ T cell-N,cellmarker
BST2,Exhausted CD4+ T cell-N,cellmarker
BTLA,Exhausted CD4+ T cell-N,cellmarker
C9orf16,Exhausted CD4+ T cell-N,cellmarker
CAMK1,Exhausted CD4+ T cell-N,cellmarker
CAPZB,Exhausted CD4+ T cell-N,cellmarker
CCDC50,Exhausted CD4+ T cell-N,cellmarker
CD38,Exhausted CD4+ T cell-N,cellmarker
CD82,Exhausted CD4+ T cell-N,cellmarker
CD84,Exhausted CD4+ T cell-N,cellmarker
CDKN2A,Exhausted CD4+ T cell-N,cellmarker
CHN1,Exhausted CD4+ T cell-N,cellmarker
CKAP2,Exhausted CD4+ T cell-N,cellmarker
CLTC,Exhausted CD4+ T cell-N,cellmarker
CREM,Exhausted CD4+ T cell-N,cellmarker
CTLA4,Exhausted CD4+ T cell-N,cellmarker
CTSD,Exhausted CD4+ T cell-N,cellmarker
CXCL13,Exhausted CD4+ T cell-N,cellmarker
DBNL,Exhausted CD4+ T cell-N,cellmarker
DNPH1,Exhausted CD4+ T cell-N,cellmarker
DR1,Exhausted CD4+ T cell-N,cellmarker
DUSP4,Exhausted CD4+ T cell-N,cellmarker
ENTPD1,Exhausted CD4+ T cell-N,cellmarker
EPSTI1,Exhausted CD4+ T cell-N,cellmarker
ETV7,Exhausted CD4+ T cell-N,cellmarker
F2R,Exhausted CD4+ T cell-N,cellmarker
FUT8,Exhausted CD4+ T cell-N,cellmarker
GALM,Exhausted CD4+ T cell-N,cellmarker
GAPDH,Exhausted CD4+ T cell-N,cellmarker
GBP4,Exhausted CD4+ T cell-N,cellmarker
GNG4,Exhausted CD4+ T cell-N,cellmarker
GSPT1,Exhausted CD4+ T cell-N,cellmarker
HAVCR2,Exhausted CD4+ T cell-N,cellmarker
HNRNPK,Exhausted CD4+ T cell-N,cellmarker
ICOS,Exhausted CD4+ T cell-N,cellmarker
IFI27L2,Exhausted CD4+ T cell-N,cellmarker
IFI35,Exhausted CD4+ T cell-N,cellmarker
IFNG,Exhausted CD4+ T cell-N,cellmarker
IGFLR1,Exhausted CD4+ T cell-N,cellmarker
IKZF3,Exhausted CD4+ T cell-N,cellmarker
IL21,Exhausted CD4+ T cell-N,cellmarker
ITGA2,Exhausted CD4+ T cell-N,cellmarker
ITM2A,Exhausted CD4+ T cell-N,cellmarker
KCNK5,Exhausted CD4+ T cell-N,cellmarker
LAP3,Exhausted CD4+ T cell-N,cellmarker
LASP1,Exhausted CD4+ T cell-N,cellmarker
LIMA1,Exhausted CD4+ T cell-N,cellmarker
LIMS1,Exhausted CD4+ T cell-N,cellmarker
LYST,Exhausted CD4+ T cell-N,cellmarker
MAF,Exhausted CD4+ T cell-N,cellmarker
MAP1LC3A,Exhausted CD4+ T cell-N,cellmarker
MAPKAPK3,Exhausted CD4+ T cell-N,cellmarker
METTL8,Exhausted CD4+ T cell-N,cellmarker
N4BP2,Exhausted CD4+ T cell-N,cellmarker
NAB1,Exhausted CD4+ T cell-N,cellmarker
NDFIP2,Exhausted CD4+ T cell-N,cellmarker
NMI,Exhausted CD4+ T cell-N,cellmarker
NR3C1,Exhausted CD4+ T cell-N,cellmarker
NUTF2,Exhausted CD4+ T cell-N,cellmarker
OGG1,Exhausted CD4+ T cell-N,cellmarker
PDCD1,Exhausted CD4+ T cell-N,cellmarker
PDE7B,Exhausted CD4+ T cell-N,cellmarker
PHEX,Exhausted CD4+ T cell-N,cellmarker
PHTF2,Exhausted CD4+ T cell-N,cellmarker
PKM,Exhausted CD4+ T cell-N,cellmarker
PRKAG1,Exhausted CD4+ T cell-N,cellmarker
PRKAR1A,Exhausted CD4+ T cell-N,cellmarker
PSME2,Exhausted CD4+ T cell-N,cellmarker
PTPN11,Exhausted CD4+ T cell-N,cellmarker
PTTG1,Exhausted CD4+ T cell-N,cellmarker
RAB11FIP1,Exhausted CD4+ T cell-N,cellmarker
RABGAP1L,Exhausted CD4+ T cell-N,cellmarker
RBPJ,Exhausted CD4+ T cell-N,cellmarker
RGS1,Exhausted CD4+ T cell-N,cellmarker
RGS2,Exhausted CD4+ T cell-N,cellmarker
RHBDD2,Exhausted CD4+ T cell-N,cellmarker
RILPL2,Exhausted CD4+ T cell-N,cellmarker
RNF19A,Exhausted CD4+ T cell-N,cellmarker
SARDH,Exhausted CD4+ T cell-N,cellmarker
SFXN1,Exhausted CD4+ T cell-N,cellmarker
SIRPG,Exhausted CD4+ T cell-N,cellmarker
SLC6A6,Exhausted CD4+ T cell-N,cellmarker
SLC9A9,Exhausted CD4+ T cell-N,cellmarker
SMC5,Exhausted CD4+ T cell-N,cellmarker
SPOCK2,Exhausted CD4+ T cell-N,cellmarker
SRGN,Exhausted CD4+ T cell-N,cellmarker
ST8SIA1,Exhausted CD4+ T cell-N,cellmarker
SUSD6,Exhausted CD4+ T cell-N,cellmarker
SYNJ1,Exhausted CD4+ T cell-N,cellmarker
TBC1D2B,Exhausted CD4+ T cell-N,cellmarker
TBXAS1,Exhausted CD4+ T cell-N,cellmarker
TIGIT,Exhausted CD4+ T cell-N,cellmarker
TNFRSF18,Exhausted CD4+ T cell-N,cellmarker
TNFSF8,Exhausted CD4+ T cell-N,cellmarker
TOX,Exhausted CD4+ T cell-N,cellmarker
TOX2,Exhausted CD4+ T cell-N,cellmarker
TPI1,Exhausted CD4+ T cell-N,cellmarker
TRAF3,Exhausted CD4+ T cell-N,cellmarker
TRPS1,Exhausted CD4+ T cell-N,cellmarker
UBE2L6,Exhausted CD4+ T cell-N,cellmarker
UQCRH,Exhausted CD4+ T cell-N,cellmarker
WARS,Exhausted CD4+ T cell-N,cellmarker
WSB2,Exhausted CD4+ T cell-N,cellmarker
ZBED2,Exhausted CD4+ T cell-N,cellmarker
ZEB1,Exhausted CD4+ T cell-N,cellmarker
ABCG1,Exhausted CD8+ T cell-T,cellmarker
ACP5,Exhausted CD8+ T cell-T,cellmarker
ACSL4,Exhausted CD8+ T cell-T,cellmarker
ACTN4,Exhausted CD8+ T cell-T,cellmarker
AFAP1L2,Exhausted CD8+ T cell-T,cellmarker
AHI1,Exhausted CD8+ T cell-T,cellmarker
AIP,Exhausted CD8+ T cell-T,cellmarker
AKAP5,Exhausted CD8+ T cell-T,cellmarker
ANKRD10,Exhausted CD8+ T cell-T,cellmarker
ANXA5,Exhausted CD8+ T cell-T,cellmarker
APOBEC3C,Exhausted CD8+ T cell-T,cellmarker
APOBEC3D,Exhausted CD8+ T cell-T,cellmarker
APOBEC3F,Exhausted CD8+ T cell-T,cellmarker
APOBEC3G,Exhausted CD8+ T cell-T,cellmarker
ARHGAP9,Exhausted CD8+ T cell-T,cellmarker
ARID5B,Exhausted CD8+ T cell-T,cellmarker
ARL3,Exhausted CD8+ T cell-T,cellmarker
ARNT,Exhausted CD8+ T cell-T,cellmarker
ARPC1B,Exhausted CD8+ T cell-T,cellmarker
ASB2,Exhausted CD8+ T cell-T,cellmarker
ATP10D,Exhausted CD8+ T cell-T,cellmarker
ATP8B4,Exhausted CD8+ T cell-T,cellmarker
ATXN1,Exhausted CD8+ T cell-T,cellmarker
BATF,Exhausted CD8+ T cell-T,cellmarker
BCL2L11,Exhausted CD8+ T cell-T,cellmarker
BLOC1S2,Exhausted CD8+ T cell-T,cellmarker
BST2,Exhausted CD8+ T cell-T,cellmarker
BTG3,Exhausted CD8+ T cell-T,cellmarker
CALCOCO2,Exhausted CD8+ T cell-T,cellmarker
CALM3,Exhausted CD8+ T cell-T,cellmarker
CAMK1,Exhausted CD8+ T cell-T,cellmarker
CAPZA2,Exhausted CD8+ T cell-T,cellmarker
CASP3,Exhausted CD8+ T cell-T,cellmarker
CAT,Exhausted CD8+ T cell-T,cellmarker
CBLB,Exhausted CD8+ T cell-T,cellmarker
CCDC141,Exhausted CD8+ T cell-T,cellmarker
CCL3,Exhausted CD8+ T cell-T,cellmarker
CCND2,Exhausted CD8+ T cell-T,cellmarker
CD200,Exhausted CD8+ T cell-T,cellmarker
CD27,Exhausted CD8+ T cell-T,cellmarker
CD2BP2,Exhausted CD8+ T cell-T,cellmarker
CD38,Exhausted CD8+ T cell-T,cellmarker
CD63,Exhausted CD8+ T cell-T,cellmarker
CD7,Exhausted CD8+ T cell-T,cellmarker
CD70,Exhausted CD8+ T cell-T,cellmarker
CD82,Exhausted CD8+ T cell-T,cellmarker
CD84,Exhausted CD8+ T cell-T,cellmarker
CHST12,Exhausted CD8+ T cell-T,cellmarker
CLECL1,Exhausted CD8+ T cell-T,cellmarker
CLNK,Exhausted CD8+ T cell-T,cellmarker
CLSTN3,Exhausted CD8+ T cell-T,cellmarker
COQ10B,Exhausted CD8+ T cell-T,cellmarker
COTL1,Exhausted CD8+ T cell-T,cellmarker
CREM,Exhausted CD8+ T cell-T,cellmarker
CSF1,Exhausted CD8+ T cell-T,cellmarker
CSNK2B,Exhausted CD8+ T cell-T,cellmarker
CTLA4,Exhausted CD8+ T cell-T,cellmarker
CTNNA1,Exhausted CD8+ T cell-T,cellmarker
CTNNB1,Exhausted CD8+ T cell-T,cellmarker
CTSB,Exhausted CD8+ T cell-T,cellmarker
CTSD,Exhausted CD8+ T cell-T,cellmarker
CXCL13,Exhausted CD8+ T cell-T,cellmarker
CXCR6,Exhausted CD8+ T cell-T,cellmarker
DCAF11,Exhausted CD8+ T cell-T,cellmarker
DDX60,Exhausted CD8+ T cell-T,cellmarker
DGKH,Exhausted CD8+ T cell-T,cellmarker
DRAP1,Exhausted CD8+ T cell-T,cellmarker
DUSP4,Exhausted CD8+ T cell-T,cellmarker
EID1,Exhausted CD8+ T cell-T,cellmarker
ENTPD1,Exhausted CD8+ T cell-T,cellmarker
EPSTI1,Exhausted CD8+ T cell-T,cellmarker
ETNK1,Exhausted CD8+ T cell-T,cellmarker
ETV1,Exhausted CD8+ T cell-T,cellmarker
EWSR1,Exhausted CD8+ T cell-T,cellmarker
FAM3C,Exhausted CD8+ T cell-T,cellmarker
